title,url,event_id,description
Track and Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1226151347,1226151347,"Saturday, April 19, 2025, 8 - 11am Woodruff PE Center Mcdonough Field"
CS Fencing,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1261471587,1261471587,"Sunday, April 13, 2025, 10am - 3pm Woodruff PE Center Auxillary Court, Woodruff PE Center Auxillary Court 2, Woodruff PE Center Auxillary Court 1"
Track and Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1226151339,1226151339,"Monday, April 14, 2025, 8 - 11am Woodruff PE Center Mcdonough Field"
Sunrise Yoga (Cate),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229818134,1229818134,"Tuesday, April 15, 2025, 7:15 - 8:15am Woodruff PE Center Aerobics Room"
Track and Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1226151343,1226151343,"Wednesday, April 16, 2025, 8 - 11am Woodruff PE Center Mcdonough Field"
PE 167 2 3244,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917655,1222917655,"Thursday, April 17, 2025, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
Align & Flow Yoga (Stacy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229821894,1229821894,"Friday, April 18, 2025, 10 - 11am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
SOLO Wilderness First Aid - DAY 2,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1228188159,1228188159,"Saturday, April 19, 2025, 8am - 5pm Woodruff PE Center Large class room"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222083508,1222083508,"Sunday, April 13, 2025, 10am - 1pm Woodruff PE Center Indoor Tennis court #7 (roof), Woodruff PE Center Indoor Tennis court #8 (roof), Woodruff PE Center Indoor Tennis court #9 (roof), Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center Indoor Tennis Court  #11,…"
PE 110 1 3191,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917641,1222917641,"Monday, April 14, 2025, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
Track and Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1226151341,1226151341,"Tuesday, April 15, 2025, 8 - 11am Woodruff PE Center Mcdonough Field"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1235314622,1235314622,"Wednesday, April 16, 2025, 8 - 10am Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
PE 199 1 3591,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222894373,1222894373,"Thursday, April 17, 2025, 10 - 11:15am Woodruff PE Center Large class room"
CS/IM Supervisor Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1249675254,1249675254,"Friday, April 18, 2025, 10 - 11am Woodruff PE Center small class room"
CS Badminton,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1239555199,1239555199,"Saturday, April 19, 2025, 8am - 7:45pm Woodruff PE Center Court #3, Woodruff PE Center Court #4"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1221946054,1221946054,"Sunday, April 13, 2025, 10am - 1pm Woodruff PE Center Indoor Tennis court #7 (roof), Woodruff PE Center Indoor Tennis court #8 (roof), Woodruff PE Center Indoor Tennis court #9 (roof), Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center Indoor Tennis Court  #11,…"
Student-Athlete Physicals - Karli,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1259505723,1259505723,"Monday, April 14, 2025, 9 - 10:30am Woodruff PE Center small class room"
PE 167 2 3244,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917646,1222917646,"Tuesday, April 15, 2025, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1235314595,1235314595,"Wednesday, April 16, 2025, 8 - 10am Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
DANC 121R 1 2730,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676421,1208676421,"Thursday, April 17, 2025, 10 - 11:15am Woodruff PE Center - Dance Studio"
MATH 212L 1 5760,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1212053914,1212053914,"Friday, April 18, 2025, 10 - 10:50am Woodruff PE Center - Dance Studio"
Agnition Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1242195758,1242195758,"Saturday, April 19, 2025, 9am - 12pm Woodruff PE Center Aerobics Room"
Strong Nation (Lupe),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1233610392,1233610392,"Sunday, April 13, 2025, 10:30 - 11:45am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
DANC 223R 1 2723,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676406,1208676406,"Monday, April 14, 2025, 10 - 11:15am Woodruff PE Center - Dance Studio"
PE 161 1 5607,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222893565,1222893565,"Tuesday, April 15, 2025, 10 - 11:15am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
PE 110 1 3191,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917650,1222917650,"Wednesday, April 16, 2025, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
Men's Tennis Individuals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1236519219,1236519219,"Thursday, April 17, 2025, 10am - 2:30pm Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center All Outdoor Tennis courts"
CS/IM Supervisor Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1234236723,1234236723,"Friday, April 18, 2025, 10 - 11am Woodruff PE Center small class room"
Emory Student Dance Rehearsals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1241397147,1241397147,"Saturday, April 19, 2025, 10:30am - 1:45pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Mulan Dance,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1244564857,1244564857,"Sunday, April 13, 2025, 10:30am - 12pm Woodruff PE Center - Dance Studio"
Tennis Class - PE,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1238868138,1238868138,"Monday, April 14, 2025, 10am - 12:45pm Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
DANC 121R 1 2730,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676411,1208676411,"Tuesday, April 15, 2025, 10 - 11:15am Woodruff PE Center - Dance Studio"
Sports Medicine - Dunham,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1181229285,1181229285,"Wednesday, April 16, 2025, 9:30 - 11am Woodruff PE Center small class room"
Men's Tennis Individuals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1236518497,1236518497,"Thursday, April 17, 2025, 10am - 2:30pm Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center All Outdoor Tennis courts"
Emory Alpha Kappa Psi Blood Drive,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1247991943,1247991943,"Friday, April 18, 2025, 11am - 6pm Woodruff PE Center Court #3, Woodruff PE Center Court #4"
Spin (Cecilia),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229841662,1229841662,"Saturday, April 19, 2025, 10:30 - 11:30am Woodruff PE Center Cycling Studio"
Emory Student Dance Rehearsals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1241397144,1241397144,"Sunday, April 13, 2025, 12 - 5pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Tennis Class - PE,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1238868083,1238868083,"Monday, April 14, 2025, 10am - 12:45pm Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
PE 212 1 3298,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222894425,1222894425,"Tuesday, April 15, 2025, 10 - 11:15am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
DANC 223R 1 2723,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676416,1208676416,"Wednesday, April 16, 2025, 10 - 11:15am Woodruff PE Center - Dance Studio"
PE 212 1 3298,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222894427,1222894427,"Thursday, April 17, 2025, 10 - 11:15am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
Club Water Polo Match,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229696175,1229696175,"Sunday, March 30, 2025, 8am - 4pm Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end"
Spin (Cecilia),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229781000,1229781000,"Monday, March 31, 2025, 7 - 7:50am Woodruff PE Center Cycling Studio"
Sunrise Yoga (Cate),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229818114,1229818114,"Tuesday, April 1, 2025, 7:15 - 8:15am Woodruff PE Center Aerobics Room"
HIIT & Strength (Tani),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1233555438,1233555438,"Wednesday, April 2, 2025, 7:30 - 8:30am Woodruff PE Center Aerobics Room"
Stretch & Conditioning (Maki),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1243523650,1243523650,"Thursday, April 3, 2025, 7:15 - 8am Woodruff PE Center Aerobics Room"
Align & Flow Yoga (Stacy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229821874,1229821874,"Friday, April 4, 2025, 10 - 11am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Agnition Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1242195750,1242195750,"Saturday, April 5, 2025, 9am - 12pm Woodruff PE Center Aerobics Room"
CS Badminton,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1239555198,1239555198,"Sunday, March 30, 2025, 8am - 6:30pm Woodruff PE Center Court #3, Woodruff PE Center Court #4"
PE 110 1 3191,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917605,1222917605,"Monday, March 31, 2025, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1235314618,1235314618,"Tuesday, April 1, 2025, 8:30 - 11:30am Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1235314619,1235314619,"Wednesday, April 2, 2025, 8 - 10am Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
Load-In Day Only/Concert,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1259691716,1259691716,"Thursday, April 3, 2025, 8am - 11pm Woodruff PE Center Mcdonough Field, Woodruff PE Center Mcdonough Stage, Mcdonough Plaza"
MATH 212L 1 5760,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1212053912,1212053912,"Friday, April 4, 2025, 10 - 10:50am Woodruff PE Center - Dance Studio"
Emory Student Dance Rehearsals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1241397137,1241397137,"Saturday, April 5, 2025, 10:30am - 1:45pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Agnition Practices,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1258000366,1258000366,"Sunday, March 30, 2025, 9am - 12pm Woodruff PE Center Aerobics Room"
Track Junior Day,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1240206069,1240206069,"Monday, March 31, 2025, 9am - 3pm Woodruff PE Center Large class room"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1235314591,1235314591,"Tuesday, April 1, 2025, 8:30 - 11:30am Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1235314592,1235314592,"Wednesday, April 2, 2025, 8 - 10am Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
PE 167 2 3244,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917619,1222917619,"Thursday, April 3, 2025, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
Varsity Swim,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1262430104,1262430104,"Friday, April 4, 2025, 10:30am - 12pm Woodruff PE Center small class room"
Spin (Cecilia),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229841654,1229841654,"Saturday, April 5, 2025, 10:30 - 11:30am Woodruff PE Center Cycling Studio"
Agnition Practices,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1258001177,1258001177,"Sunday, March 30, 2025, 9am - 12pm Woodruff PE Center Aerobics Room"
DANC 223R 1 2723,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676362,1208676362,"Monday, March 31, 2025, 10 - 11:15am Woodruff PE Center - Dance Studio"
PE 167 2 3244,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917610,1222917610,"Tuesday, April 1, 2025, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
PE 110 1 3191,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917614,1222917614,"Wednesday, April 2, 2025, 8:30 - 9:45am Woodruff PE Center Aerobics Room"
PE 199 1 3591,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222894369,1222894369,"Thursday, April 3, 2025, 10 - 11:15am Woodruff PE Center Large class room"
CS Officer Training,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1239742723,1239742723,"Friday, April 4, 2025, 11am - 1pm Woodruff PE Center Large class room"
Emory Dance Company Course,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1235867437,1235867437,"Saturday, April 5, 2025, 11am - 4pm Woodruff PE Center - Dance Studio"
Women's Soccer Alumni Game HOLD,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1234236793,1234236793,"Sunday, March 30, 2025, 10am - 3pm Woodruff PE Center Soccer Field, Woodruff PE Center Candler Field #3, Woodruff PE Center Candler Field #4"
Tennis Class - PE,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1238868134,1238868134,"Monday, March 31, 2025, 10am - 12:45pm Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
PE 161 1 5607,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222893539,1222893539,"Tuesday, April 1, 2025, 10 - 11:15am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Sports Medicine - Dunham,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1181229284,1181229284,"Wednesday, April 2, 2025, 9:30 - 11am Woodruff PE Center small class room"
DANC 121R 1 2730,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676377,1208676377,"Thursday, April 3, 2025, 10 - 11:15am Woodruff PE Center - Dance Studio"
PE 116 1 3221,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222895409,1222895409,"Friday, April 4, 2025, 11:30am - 12:20pm Woodruff PE Center Cycling Studio"
CS Women's Basketball Tournament HOLD,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1242063348,1242063348,"Saturday, April 5, 2025, 11am - 5pm Woodruff PE Center Court #3, Woodruff PE Center Court #4"
Women's Soccer Alumni Game HOLD,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1238897509,1238897509,"Sunday, March 30, 2025, 10am - 3pm Woodruff PE Center Soccer Field, Woodruff PE Center Candler Field #3, Woodruff PE Center Candler Field #4"
Tennis Class - PE,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1238868079,1238868079,"Monday, March 31, 2025, 10am - 12:45pm Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
DANC 121R 1 2730,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676367,1208676367,"Tuesday, April 1, 2025, 10 - 11:15am Woodruff PE Center - Dance Studio"
Coaches Meeting - Jaleel,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1262773586,1262773586,"Wednesday, April 2, 2025, 10 - 11:30am Woodruff PE Center Large class room"
Men's Tennis Individuals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1236519212,1236519212,"Thursday, April 3, 2025, 10am - 2:30pm Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center All Outdoor Tennis courts"
DANC 323R 1 2834,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676382,1208676382,"Friday, April 4, 2025, 11:30am - 12:45pm Woodruff PE Center - Dance Studio"
Emory Track and Field Twilight Meet,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1247957991,1247957991,"Saturday, April 5, 2025, 12 - 9pm Woodruff PE Center Court #1, Woodruff PE Center Atrium, Woodruff PE Center Outdoor track, Woodruff PE Center Soccer Field"
WSOC Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1261869593,1261869593,"Sunday, March 30, 2025, 10am - 1pm Woodruff PE Center Large class room"
PE 194 1 3285,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917606,1222917606,"Monday, March 31, 2025, 10 - 11:15am Woodruff PE Center Aerobics Room"
PE 212 1 3298,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222894417,1222894417,"Tuesday, April 1, 2025, 10 - 11:15am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
DANC 223R 1 2723,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676372,1208676372,"Wednesday, April 2, 2025, 10 - 11:15am Woodruff PE Center - Dance Studio"
Men's Tennis Individuals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1236518490,1236518490,"Thursday, April 3, 2025, 10am - 2:30pm Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center All Outdoor Tennis courts"
DANC 423R 1 2838,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676383,1208676383,"Friday, April 4, 2025, 1 - 2:15pm Woodruff PE Center - Dance Studio"
Emory Track and Field Twilight Meet,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1247957687,1247957687,"Saturday, April 5, 2025, 12 - 9pm Woodruff PE Center Court #1, Woodruff PE Center Atrium, Woodruff PE Center Outdoor track, Woodruff PE Center Soccer Field"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222083504,1222083504,"Sunday, March 30, 2025, 10am - 1pm Woodruff PE Center Indoor Tennis court #7 (roof), Woodruff PE Center Indoor Tennis court #8 (roof), Woodruff PE Center Indoor Tennis court #9 (roof), Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center Indoor Tennis Court  #11,…"
Hatha Yoga (Savvy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229821866,1229821866,"Monday, March 31, 2025, 11:30am - 12:30pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
PE 192 1 3279,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222894340,1222894340,"Tuesday, April 1, 2025, 10 - 11:15am Woodruff PE Center Arena Court"
Tennis Class - PE,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1238868135,1238868135,"Wednesday, April 2, 2025, 10am - 12:45pm Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
PE 212 1 3298,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222894419,1222894419,"Thursday, April 3, 2025, 10 - 11:15am Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
CS Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1263768402,1263768402,"Friday, April 4, 2025, 1 - 2pm Woodruff PE Center 2nd conference room"
Emory Track and Field Twilight Meet,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1247960993,1247960993,"Saturday, April 5, 2025, 12 - 9pm Woodruff PE Center Court #1, Woodruff PE Center Atrium, Woodruff PE Center Outdoor track, Woodruff PE Center Soccer Field"
Women's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1221946044,1221946044,"Sunday, March 30, 2025, 10am - 1pm Woodruff PE Center Indoor Tennis court #7 (roof), Woodruff PE Center Indoor Tennis court #8 (roof), Woodruff PE Center Indoor Tennis court #9 (roof), Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center Indoor Tennis Court  #11,…"
DANC 323R 1 2834,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676363,1208676363,"Monday, March 31, 2025, 11:30am - 12:45pm Woodruff PE Center - Dance Studio"
OR Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1263027202,1263027202,"Tuesday, April 1, 2025, 10am - 12pm Woodruff PE Center 2nd conference room"
Tennis Class - PE,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1238868080,1238868080,"Wednesday, April 2, 2025, 10am - 12:45pm Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
PE 192 1 3279,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222894341,1222894341,"Thursday, April 3, 2025, 10 - 11:15am Woodruff PE Center Arena Court"
Varsity Swim Team Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1262240003,1262240003,"Friday, April 4, 2025, 1:30 - 3pm Woodruff PE Center Large class room"
Emory Track and Field Twilight Meet,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1247962955,1247962955,"Saturday, April 5, 2025, 12 - 9pm Woodruff PE Center Court #1, Woodruff PE Center Atrium, Woodruff PE Center Outdoor track, Woodruff PE Center Soccer Field"
Strong Nation (Lupe),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1233610385,1233610385,"Sunday, March 30, 2025, 10:30 - 11:45am Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Men's Tennis individuals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1236519209,1236519209,"Monday, March 31, 2025, 12:45 - 2:30pm Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center All Outdoor Tennis courts"
PE 164 1 3239,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917611,1222917611,"Tuesday, April 1, 2025, 10 - 11:15am Woodruff PE Center Aerobics Room"
PE 194 1 3285,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917615,1222917615,"Wednesday, April 2, 2025, 10 - 11:15am Woodruff PE Center Aerobics Room"
PE 164 1 3239,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222917620,1222917620,"Thursday, April 3, 2025, 10 - 11:15am Woodruff PE Center Aerobics Room"
Stretch (Maki),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229818122,1229818122,"Friday, April 4, 2025, 2 - 3pm Woodruff PE Center Aerobics Room"
ASA Model Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1242053144,1242053144,"Saturday, April 5, 2025, 12:30 - 4pm Woodruff PE Center Aerobics Room"
Mulan Dance,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1244564855,1244564855,"Sunday, March 30, 2025, 10:30am - 12pm Woodruff PE Center - Dance Studio"
Men's Tennis individuals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1236518487,1236518487,"Monday, March 31, 2025, 12:45 - 2:30pm Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center All Outdoor Tennis courts"
PE 167 3 3248,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222893540,1222893540,"Tuesday, April 1, 2025, 11:30am - 12:45pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
DANC 323R 1 2834,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1208676373,1208676373,"Wednesday, April 2, 2025, 11:30am - 12:45pm Woodruff PE Center - Dance Studio"
FitWell Team Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1233182557,1233182557,"Thursday, April 3, 2025, 11am - 12pm Woodruff PE Center 2nd conference room"
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1221902255,1221902255,"Friday, April 4, 2025, 2:15 - 4:15pm Woodruff PE Center All Indoor Tennis courts"
Splash Fitness (Mariam),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1229836020,1229836020,"Saturday, April 5, 2025, 1 - 2pm Woodruff PE Center Pool shallow end, Woodruff PE Center Pool lap lane, Woodruff PE Center Pool diving well / deep end, Woodruff PE Center Pool"
Women's Tennis vs WashU,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1216978045,1216978045,"Sunday, March 30, 2025, 11am - 3pm Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
PE 191 1 3271,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222893536,1222893536,"Monday, March 31, 2025, 1 - 2:15pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
PE 116 1 3221,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222895407,1222895407,"Tuesday, April 1, 2025, 11:30am - 12:20pm Woodruff PE Center Cycling Studio"
Men's Tennis individuals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1236519211,1236519211,"Wednesday, April 2, 2025, 12:45 - 1pm Woodruff PE Center Indoor Tennis court #10 (roof), Woodruff PE Center All Outdoor Tennis courts"
PE 167 3 3248,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1222893546,1222893546,"Thursday, April 3, 2025, 11:30am - 12:45pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1221900767,1221900767,"Friday, April 4, 2025, 2:15 - 4:15pm Woodruff PE Center All Outdoor Tennis courts"
CS BJJ,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1230913088,1230913088,"Saturday, April 5, 2025, 2 - 4pm Woodruff PE Center multipurpose room, wrestling,aerobics,yoga,martial arts"
Women's Tennis vs WashU,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1216978063,1216978063,"Sunday, March 30, 2025, 11am - 3pm Woodruff PE Center All Outdoor Tennis courts, Woodruff PE Center All Indoor Tennis courts"
